date,P_fr,P_kr,fx,kr_eur,kr_detax,coree_legale,coree_sans,delta_legal,gain_fraude,alertes
2026-06-30,4224.00,6265000,1760.80,3558.04,3308.98,3970.77,3308.98,253.23,661.80,
